CODICE;Geo Point;Geo Shape
6507;44.49313115187519, 11.352880889349732;"{""coordinates"": [11.352880889349732, 44.49313115187519], ""type"": ""Point""}"
16559;44.492997303458914, 11.352752813404257;"{""coordinates"": [11.352752813404257, 44.492997303458914], ""type"": ""Point""}"
16539;44.49407046947191, 11.354899370678222;"{""coordinates"": [11.354899370678222, 44.49407046947191], ""type"": ""Point""}"
16557;44.49478993629621, 11.351873267554273;"{""coordinates"": [11.351873267554273, 44.49478993629621], ""type"": ""Point""}"
16538;44.49409552309265, 11.353735237482727;"{""coordinates"": [11.353735237482727, 44.49409552309265], ""type"": ""Point""}"
16537;44.49408284017188, 11.354009331576524;"{""coordinates"": [11.354009331576524, 44.49408284017188], ""type"": ""Point""}"
16534;44.495545032458516, 11.353809726742647;"{""coordinates"": [11.353809726742647, 44.495545032458516], ""type"": ""Point""}"
16541;44.49541176104383, 11.354456105742274;"{""coordinates"": [11.354456105742274, 44.49541176104383], ""type"": ""Point""}"
16540;44.4952088346337, 11.355290468468448;"{""coordinates"": [11.355290468468448, 44.4952088346337], ""type"": ""Point""}"
6514;44.49403032138155, 11.356601412451688;"{""coordinates"": [11.356601412451688, 44.49403032138155], ""type"": ""Point""}"
6475;44.4939882289024, 11.357215597695975;"{""coordinates"": [11.357215597695975, 44.4939882289024], ""type"": ""Point""}"
6504;44.49481760408334, 11.356867949009802;"{""coordinates"": [11.356867949009802, 44.49481760408334], ""type"": ""Point""}"
6471;44.49407043612429, 11.355795868089569;"{""coordinates"": [11.355795868089569, 44.49407043612429], ""type"": ""Point""}"
6531;44.495093796402955, 11.362022648596815;"{""coordinates"": [11.362022648596815, 44.495093796402955], ""type"": ""Point""}"
6492;44.494373084409254, 11.36456960033591;"{""coordinates"": [11.36456960033591, 44.494373084409254], ""type"": ""Point""}"
6540;44.4951861572412, 11.36369260185803;"{""coordinates"": [11.36369260185803, 44.4951861572412], ""type"": ""Point""}"
6529;44.49524406138529, 11.364447267607325;"{""coordinates"": [11.364447267607325, 44.49524406138529], ""type"": ""Point""}"
16006;44.49592918989958, 11.361907832862725;"{""coordinates"": [11.361907832862725, 44.49592918989958], ""type"": ""Point""}"
16000;44.49610283018581, 11.36430843907042;"{""coordinates"": [11.36430843907042, 44.49610283018581], ""type"": ""Point""}"
6535;44.494462917835996, 11.365804602605838;"{""coordinates"": [11.365804602605838, 44.494462917835996], ""type"": ""Point""}"
6550;44.497395943724605, 11.36559592678938;"{""coordinates"": [11.36559592678938, 44.497395943724605], ""type"": ""Point""}"
6565;44.48883638381478, 11.36800022621402;"{""coordinates"": [11.36800022621402, 44.48883638381478], ""type"": ""Point""}"
6571;44.489967056488794, 11.368404584746033;"{""coordinates"": [11.368404584746033, 44.489967056488794], ""type"": ""Point""}"
6574;44.49236266544913, 11.365420322172717;"{""coordinates"": [11.365420322172717, 44.49236266544913], ""type"": ""Point""}"
6575;44.49251693908749, 11.365940049294599;"{""coordinates"": [11.365940049294599, 44.49251693908749], ""type"": ""Point""}"
6558;44.491837600514756, 11.365994948058773;"{""coordinates"": [11.365994948058773, 44.491837600514756], ""type"": ""Point""}"
6572;44.492607395619864, 11.36663064889204;"{""coordinates"": [11.36663064889204, 44.492607395619864], ""type"": ""Point""}"
5866;44.47933140668276, 11.366741391158486;"{""coordinates"": [11.366741391158486, 44.47933140668276], ""type"": ""Point""}"
16803;44.47943766474315, 11.370908777808667;"{""coordinates"": [11.370908777808667, 44.47943766474315], ""type"": ""Point""}"
5881;44.4757512130191, 11.374317294419312;"{""coordinates"": [11.374317294419312, 44.4757512130191], ""type"": ""Point""}"
5802;44.47503473518533, 11.373666923953664;"{""coordinates"": [11.373666923953664, 44.47503473518533], ""type"": ""Point""}"
5878;44.476170277243284, 11.372897959797138;"{""coordinates"": [11.372897959797138, 44.476170277243284], ""type"": ""Point""}"
5885;44.474712741395685, 11.374374139519896;"{""coordinates"": [11.374374139519896, 44.474712741395685], ""type"": ""Point""}"
5882;44.47670439596753, 11.371970814897281;"{""coordinates"": [11.371970814897281, 44.47670439596753], ""type"": ""Point""}"
5896;44.47887134287368, 11.376769799808581;"{""coordinates"": [11.376769799808581, 44.47887134287368], ""type"": ""Point""}"
5879;44.47972577595163, 11.378831110829696;"{""coordinates"": [11.378831110829696, 44.47972577595163], ""type"": ""Point""}"
5880;44.47965831328857, 11.376721415887838;"{""coordinates"": [11.376721415887838, 44.47965831328857], ""type"": ""Point""}"
5909;44.48033265621568, 11.336704408993299;"{""coordinates"": [11.336704408993299, 44.48033265621568], ""type"": ""Point""}"
5908;44.4806974529305, 11.334920655726641;"{""coordinates"": [11.334920655726641, 44.4806974529305], ""type"": ""Point""}"
5915;44.4867055397169, 11.325650340062372;"{""coordinates"": [11.325650340062372, 44.4867055397169], ""type"": ""Point""}"
5921;44.486634865698285, 11.334719935241074;"{""coordinates"": [11.334719935241074, 44.486634865698285], ""type"": ""Point""}"
5901;44.485795810418345, 11.335616171953045;"{""coordinates"": [11.335616171953045, 44.485795810418345], ""type"": ""Point""}"
5928;44.48832265707831, 11.3343152357166;"{""coordinates"": [11.3343152357166, 44.48832265707831], ""type"": ""Point""}"
16654;44.487419343825636, 11.337918652873372;"{""coordinates"": [11.337918652873372, 44.487419343825636], ""type"": ""Point""}"
5935;44.48839553086397, 11.33570744518928;"{""coordinates"": [11.33570744518928, 44.48839553086397], ""type"": ""Point""}"
4642;44.489837939259196, 11.31982369945315;"{""coordinates"": [11.31982369945315, 44.489837939259196], ""type"": ""Point""}"
4538;44.49023014900835, 11.31965211361726;"{""coordinates"": [11.31965211361726, 44.49023014900835], ""type"": ""Point""}"
4650;44.49207531804087, 11.316460598003218;"{""coordinates"": [11.316460598003218, 44.49207531804087], ""type"": ""Point""}"
4649;44.49322090013081, 11.314413909405344;"{""coordinates"": [11.314413909405344, 44.49322090013081], ""type"": ""Point""}"
4662;44.49139067748238, 11.32246259683221;"{""coordinates"": [11.32246259683221, 44.49139067748238], ""type"": ""Point""}"
4666;44.48935684439295, 11.324430175964206;"{""coordinates"": [11.324430175964206, 44.48935684439295], ""type"": ""Point""}"
4665;44.490300556953166, 11.325976327384911;"{""coordinates"": [11.325976327384911, 44.490300556953166], ""type"": ""Point""}"
4674;44.49233075363034, 11.325598313109085;"{""coordinates"": [11.325598313109085, 44.49233075363034], ""type"": ""Point""}"
13916;44.49218711842508, 11.324722241741664;"{""coordinates"": [11.324722241741664, 44.49218711842508], ""type"": ""Point""}"
4600;44.4955442612054, 11.314865001688942;"{""coordinates"": [11.314865001688942, 44.4955442612054], ""type"": ""Point""}"
4691;44.4952143457251, 11.317903971284887;"{""coordinates"": [11.317903971284887, 44.4952143457251], ""type"": ""Point""}"
4621;44.495313075156915, 11.319653389494684;"{""coordinates"": [11.319653389494684, 44.495313075156915], ""type"": ""Point""}"
5902;44.484160275993496, 11.339174267510973;"{""coordinates"": [11.339174267510973, 44.484160275993496], ""type"": ""Point""}"
5952;44.48233547101255, 11.34154617377694;"{""coordinates"": [11.34154617377694, 44.48233547101255], ""type"": ""Point""}"
5949;44.48151791980075, 11.344358565788657;"{""coordinates"": [11.344358565788657, 44.48151791980075], ""type"": ""Point""}"
5960;44.48133254355604, 11.350648299117905;"{""coordinates"": [11.350648299117905, 44.48133254355604], ""type"": ""Point""}"
17817;44.504519725450315, 11.368619265278225;"{""coordinates"": [11.368619265278225, 44.504519725450315], ""type"": ""Point""}"
17818;44.527592890605966, 11.277108635966938;"{""coordinates"": [11.277108635966938, 44.527592890605966], ""type"": ""Point""}"
17916;44.535431409262195, 11.352290086166308;"{""coordinates"": [11.352290086166308, 44.535431409262195], ""type"": ""Point""}"
16892;44.5506730846776, 11.357175933022384;"{""coordinates"": [11.357175933022384, 44.5506730846776], ""type"": ""Point""}"
17150;44.4953359655622, 11.37170117264399;"{""coordinates"": [11.37170117264399, 44.4953359655622], ""type"": ""Point""}"
17151;44.495500798259584, 11.371248113745857;"{""coordinates"": [11.371248113745857, 44.495500798259584], ""type"": ""Point""}"
6625;44.497478048823766, 11.37311934273165;"{""coordinates"": [11.37311934273165, 44.497478048823766], ""type"": ""Point""}"
17155;44.497621766482055, 11.372756833514957;"{""coordinates"": [11.372756833514957, 44.497621766482055], ""type"": ""Point""}"
17159;44.497621558439214, 11.372756447725521;"{""coordinates"": [11.372756447725521, 44.497621558439214], ""type"": ""Point""}"
17167;44.513900321081934, 11.405310688467127;"{""coordinates"": [11.405310688467127, 44.513900321081934], ""type"": ""Point""}"
17169;44.510463624264275, 11.359545384152494;"{""coordinates"": [11.359545384152494, 44.510463624264275], ""type"": ""Point""}"
17171;44.494291458850235, 11.298835659828287;"{""coordinates"": [11.298835659828287, 44.494291458850235], ""type"": ""Point""}"
17172;44.494833466610956, 11.300288227957624;"{""coordinates"": [11.300288227957624, 44.494833466610956], ""type"": ""Point""}"
17176;44.5315526588807, 11.34549872678777;"{""coordinates"": [11.34549872678777, 44.5315526588807], ""type"": ""Point""}"
17178;44.528210973247916, 11.24424927505875;"{""coordinates"": [11.24424927505875, 44.528210973247916], ""type"": ""Point""}"
17183;44.50509944867776, 11.359511277616898;"{""coordinates"": [11.359511277616898, 44.50509944867776], ""type"": ""Point""}"
17184;44.505621893289046, 11.36057077876222;"{""coordinates"": [11.36057077876222, 44.505621893289046], ""type"": ""Point""}"
17189;44.49084988950092, 11.26855985827738;"{""coordinates"": [11.26855985827738, 44.49084988950092], ""type"": ""Point""}"
17190;44.49082339366692, 11.268549951441276;"{""coordinates"": [11.268549951441276, 44.49082339366692], ""type"": ""Point""}"
17367;44.51527831656178, 11.3201888863367;"{""coordinates"": [11.3201888863367, 44.51527831656178], ""type"": ""Point""}"
17374;44.516023116059515, 11.400426576611393;"{""coordinates"": [11.400426576611393, 44.516023116059515], ""type"": ""Point""}"
15394;44.45468398731615, 11.364391437698497;"{""coordinates"": [11.364391437698497, 44.45468398731615], ""type"": ""Point""}"
5556;44.45448338612679, 11.367203503643179;"{""coordinates"": [11.367203503643179, 44.45448338612679], ""type"": ""Point""}"
5565;44.45700920413749, 11.368329656839817;"{""coordinates"": [11.368329656839817, 44.45700920413749], ""type"": ""Point""}"
5568;44.45671273947352, 11.368162974578674;"{""coordinates"": [11.368162974578674, 44.45671273947352], ""type"": ""Point""}"
5572;44.45677093952751, 11.369374812910591;"{""coordinates"": [11.369374812910591, 44.45677093952751], ""type"": ""Point""}"
5563;44.460452583471934, 11.36812483292265;"{""coordinates"": [11.36812483292265, 44.460452583471934], ""type"": ""Point""}"
5529;44.459604075743925, 11.366641990311912;"{""coordinates"": [11.366641990311912, 44.459604075743925], ""type"": ""Point""}"
5580;44.459767214782396, 11.370201262966544;"{""coordinates"": [11.370201262966544, 44.459767214782396], ""type"": ""Point""}"
13053;44.46007459898632, 11.366473888541693;"{""coordinates"": [11.366473888541693, 44.46007459898632], ""type"": ""Point""}"
15990;44.47914449277578, 11.33594384780502;"{""coordinates"": [11.33594384780502, 44.47914449277578], ""type"": ""Point""}"
5653;44.47796110341244, 11.332883165249658;"{""coordinates"": [11.332883165249658, 44.47796110341244], ""type"": ""Point""}"
5652;44.47691332621191, 11.333894816022772;"{""coordinates"": [11.333894816022772, 44.47691332621191], ""type"": ""Point""}"
16012;44.4651044179889, 11.360080656649947;"{""coordinates"": [11.360080656649947, 44.4651044179889], ""type"": ""Point""}"
5687;44.46450771986843, 11.368935166399524;"{""coordinates"": [11.368935166399524, 44.46450771986843], ""type"": ""Point""}"
5688;44.464482517769575, 11.369800221887479;"{""coordinates"": [11.369800221887479, 44.464482517769575], ""type"": ""Point""}"
5682;44.464270646234574, 11.367583371528983;"{""coordinates"": [11.367583371528983, 44.464270646234574], ""type"": ""Point""}"
5680;44.461392372613744, 11.370521477175044;"{""coordinates"": [11.370521477175044, 44.461392372613744], ""type"": ""Point""}"
5694;44.46093652595989, 11.37043947829971;"{""coordinates"": [11.37043947829971, 44.46093652595989], ""type"": ""Point""}"
6017;44.48575971958268, 11.3524542968473;"{""coordinates"": [11.3524542968473, 44.48575971958268], ""type"": ""Point""}"
6027;44.49038593598489, 11.327528481189143;"{""coordinates"": [11.327528481189143, 44.49038593598489], ""type"": ""Point""}"
4549;44.489958240884135, 11.3275858782162;"{""coordinates"": [11.3275858782162, 44.489958240884135], ""type"": ""Point""}"
11;44.4907180934189, 11.330955476519124;"{""coordinates"": [11.330955476519124, 44.4907180934189], ""type"": ""Point""}"
10;44.49164740193901, 11.331542754529575;"{""coordinates"": [11.331542754529575, 44.49164740193901], ""type"": ""Point""}"
4;44.49168012384393, 11.330687616523925;"{""coordinates"": [11.330687616523925, 44.49168012384393], ""type"": ""Point""}"
16659;44.49099635074928, 11.3296343891223;"{""coordinates"": [11.3296343891223, 44.49099635074928], ""type"": ""Point""}"
6025;44.490390337381655, 11.32762168624231;"{""coordinates"": [11.32762168624231, 44.490390337381655], ""type"": ""Point""}"
6028;44.493767171880826, 11.328505476998208;"{""coordinates"": [11.328505476998208, 44.493767171880826], ""type"": ""Point""}"
5906;44.485235771131315, 11.336779540997924;"{""coordinates"": [11.336779540997924, 44.485235771131315], ""type"": ""Point""}"
5918;44.48731094285203, 11.336915367640428;"{""coordinates"": [11.336915367640428, 44.48731094285203], ""type"": ""Point""}"
5930;44.486339998404205, 11.336357953207278;"{""coordinates"": [11.336357953207278, 44.486339998404205], ""type"": ""Point""}"
5904;44.48219730396523, 11.33761146495514;"{""coordinates"": [11.33761146495514, 44.48219730396523], ""type"": ""Point""}"
5647;44.483702078439805, 11.339074598235065;"{""coordinates"": [11.339074598235065, 44.483702078439805], ""type"": ""Point""}"
16924;44.48195349453374, 11.390241128799673;"{""coordinates"": [11.390241128799673, 44.48195349453374], ""type"": ""Point""}"
16925;44.481276528388626, 11.391988962577276;"{""coordinates"": [11.391988962577276, 44.481276528388626], ""type"": ""Point""}"
8508;44.5279822780296, 11.256753575711064;"{""coordinates"": [11.256753575711064, 44.5279822780296], ""type"": ""Point""}"
16929;44.496610485578216, 11.410465331073482;"{""coordinates"": [11.410465331073482, 44.496610485578216], ""type"": ""Point""}"
16940;44.51329643415934, 11.317849713477013;"{""coordinates"": [11.317849713477013, 44.51329643415934], ""type"": ""Point""}"
16939;44.51340074094111, 11.317352483328325;"{""coordinates"": [11.317352483328325, 44.51340074094111], ""type"": ""Point""}"
4605;44.49085030640424, 11.313400603353916;"{""coordinates"": [11.313400603353916, 44.49085030640424], ""type"": ""Point""}"
5766;44.47252702517651, 11.363898827139582;"{""coordinates"": [11.363898827139582, 44.47252702517651], ""type"": ""Point""}"
5769;44.47873523028576, 11.355368262270716;"{""coordinates"": [11.355368262270716, 44.47873523028576], ""type"": ""Point""}"
5666;44.47790589963655, 11.353050370115039;"{""coordinates"": [11.353050370115039, 44.47790589963655], ""type"": ""Point""}"
4389;44.489233195494066, 11.296170278434541;"{""coordinates"": [11.296170278434541, 44.489233195494066], ""type"": ""Point""}"
4387;44.48963889743663, 11.295265109979114;"{""coordinates"": [11.295265109979114, 44.48963889743663], ""type"": ""Point""}"
13042;44.48877292075643, 11.295843473797845;"{""coordinates"": [11.295843473797845, 44.48877292075643], ""type"": ""Point""}"
